y_true,y_pred
86876662.64275812,1.3802491e+08
12864729.79026319,1.1355888e+07
44902319.023094684,3.5188444e+07
98937609.26609069,1.6867677e+08
197253448.41573998,1.71188e+08
150579237.7078077,1.26995256e+08
17021707.51316273,1.8216082e+07
124522876.0047006,1.6653904e+08
24890580.58235468,3.854543e+07
27784809.265071917,1.709181e+07
150579237.7078077,1.65425e+08
189519030.07422003,1.2694562e+08
61836230.209774315,7.424146e+07
156724492.97596338,7.643788e+07
250758278.6964761,2.1111136e+08
153621140.08971328,1.2997514e+08
67659612.8968103,3.793192e+07
20583492.96173147,3.0904084e+07
19975158.809539437,8.038202e+07
45809406.03767006,3.86974e+07
38647784.14316012,7.2678264e+07
536190464.42938966,2.822273e+08
159890537.74909166,1.4564272e+08
124522876.0047006,5.8293904e+07
195290743.81045318,1.3155465e+08
28630982.68222707,6.681964e+07
54843816.30259567,3.4812136e+07
95058210.11783905,9.778549e+07
39824784.39757623,2.149595e+07
129604750.97911508,1.4153976e+08
44902319.023094684,3.0269604e+07
7496898.802539471,1.5775744e+07
447863922.58064455,4.533481e+08
97953163.60543309,5.4533996e+07
95058210.11783905,1.35748e+08
81003263.34216161,7.388941e+07
109342968.46481532,9.578977e+07
76286000.52023272,7.087332e+07
50123474.03822877,2.7424504e+07
49130962.75379746,4.088952e+07
73294783.6550083,5.3605844e+07
95058210.11783905,6.8822344e+07
114949102.3390151,1.33291336e+08
149080949.25869176,1.1046342e+08
34622004.28901474,1.9977852e+07
24397714.064658955,2.8122984e+07
39036200.8312318,1.8592092e+07
389354189.4334963,3.3150077e+08
12864729.79026319,2.3066146e+07
366679966.61090904,2.993015e+08
77827079.95602347,1.09836296e+08
88631687.64519419,4.4234212e+07
98937609.26609069,1.15198376e+08
38647784.14316012,1.0716574e+08
29799435.251377594,2.5646788e+07
41450064.68088622,2.438376e+07
156724492.97596338,1.4771522e+08
124522876.0047006,6.880096e+07
89522450.91498001,6.4150944e+07
150579237.7078077,1.4489931e+08
50123474.03822877,4.0447304e+07
129604750.97911508,1.3915045e+08
220189698.78888062,1.8406051e+08
24890580.58235468,4.5355204e+07
119640264.19819069,1.0952772e+08
144674941.34526902,9.789541e+07
150579237.7078077,7.851382e+07
29799435.251377594,4.1402064e+07
13524318.591191292,3.0708654e+07
8975417.415967375,1.149424e+07
68339603.31127323,7.794608e+07
385480050.5181745,4.083132e+08
255823931.94894752,1.4948752e+08
19776402.658497788,1.9380454e+07
19975158.809539437,5.253794e+07
18074271.122081954,4.6170516e+07
248263192.13467333,2.6047746e+08
169777616.42877573,1.2133653e+08
85156389.4637501,1.2250343e+08
28918728.84196732,6.4411856e+07
150579237.7078077,1.3708931e+08
69026427.74301739,3.6426624e+07
60008693.41855274,1.0621685e+08
967281386.2774155,5.2984278e+08
150579237.7078077,1.5494602e+08
90422166.50445993,3.7345904e+07
134894021.20558435,1.3961914e+08
73294783.6550083,8.48291e+07
85156389.4637501,9.815455e+07
52169051.818940915,8.433706e+07
85156389.4637501,5.754996e+07
118449823.67912504,9.407455e+07
199235878.5302461,1.9433805e+08
106111395.37161528,9.982603e+07
99931948.7701232,9.794248e+07
199235878.5302461,1.4431706e+08
94112365.1236599,1.2866809e+08
141810185.5673654,1.3480082e+08
143235401.62655452,1.4169778e+08
99931948.7701232,9.634423e+07
5498577.607844091,1.3186133e+07
81817359.67311303,8.044475e+07
150579237.7078077,1.5456965e+08
58820441.67573725,1.0332719e+08
21423521.245083287,3.0920238e+07
26963644.051786218,4.5506668e+07
80197267.40504706,5.9325744e+07
85156389.4637501,9.501279e+07
174948114.61285323,1.5712749e+08
89522450.91498001,3.2411428e+07
84309069.23126505,9.931402e+07
134894021.20558435,1.4295957e+08
44902319.023094684,3.0582224e+07
31960138.103857778,2.6031692e+07
81817359.67311303,9.790717e+07
47678923.3633608,2.6061698e+07
268940305.4191956,2.299324e+08
96978513.34276429,1.598941e+08
19975158.809539437,2.9248462e+07
34969961.21690818,4.160987e+07
164759929.55981764,2.6019147e+08
24890580.58235468,1.9304418e+07
36762909.46872613,7.383349e+07
39824784.39757623,3.237065e+07
47678923.3633608,7.783095e+07
229175810.8656434,2.2132805e+08
52693359.506343976,4.0980948e+07
19776402.658497788,3.1696508e+07
248263192.13467333,2.0859651e+08
331785754.2337275,3.196859e+08
65006641.528389476,1.2478742e+08
8886110.520507872,2.418049e+07
169777616.42877573,1.7075819e+08
144674941.34526902,1.739014e+08
229175810.8656434,1.6717173e+08
240925905.95158944,1.9758675e+08
89522450.91498001,1.1585148e+08
169777616.42877573,2.0494266e+08
149080949.25869176,9.708172e+07
150579237.7078077,1.1892025e+08
65006641.528389476,4.625072e+07
149080949.25869176,1.0023567e+08
69720154.87505783,3.3102104e+07
150579237.7078077,1.939866e+08
14946683.593774399,1.6573566e+07
49624737.13847906,6.673646e+07
74775436.5018106,5.552691e+07
193347568.44229022,7.00014e+07
76286000.52023272,6.8879464e+07
50123474.03822877,1.5529838e+08
74775436.5018106,5.560343e+07
19975158.809539437,3.008381e+07
159890537.74909166,1.345709e+08
4975318.765551992,1.4640579e+07
99931948.7701232,1.0080432e+08
10532749.909326937,1.5883803e+07
80197267.40504706,7.2827304e+07
7422303.4130885415,1.1043872e+07
66319862.79790211,1.07422984e+08
213682109.7230603,1.370297e+08
169777616.42877573,1.6357726e+08
28064051.240587573,4.9264444e+07
63085404.92221469,5.572383e+07
189519030.07422003,2.6333989e+08
253278441.29511446,3.5522874e+08
105055569.34655978,1.4895555e+08
80197267.40504706,6.339002e+07
30098924.554667726,5.60281e+07
4501854.585727924,1.7087606e+07
92248815.43597242,1.15073864e+08
36762909.46872613,2.3848688e+07
110441883.56736541,2.0397008e+08
22075964.60024559,1.9908548e+07
39824784.39757623,4.5997356e+07
128315162.15997547,8.473015e+07
118449823.67912504,9.415623e+07
195290743.81045318,2.0131251e+08
118449823.67912504,1.4425432e+08
89522450.91498001,9.787412e+07
28064051.240587573,2.683908e+07
16354276.81498652,5.179213e+07
89522450.91498001,1.00683464e+08
124522876.0047006,1.3235652e+08
60008693.41855274,7.205219e+07
26963644.051786218,7.15002e+07
359419216.8001785,2.8494365e+08
238528653.13323843,2.021914e+08
85156389.4637501,7.11096e+07
89522450.91498001,1.1241268e+08
10019061.634659003,1.0811854e+07
60008693.41855274,7.638338e+07
74775436.5018106,1.4367466e+08
69720154.87505783,6.6063336e+07
510040146.90193856,2.5987602e+08
147597569.0287357,1.34213064e+08
99931948.7701232,8.254634e+07
95058210.11783905,7.92819e+07
36762909.46872613,3.6060036e+07
4975318.765551992,1.6301002e+07
220189698.78888062,1.484388e+08
26963644.051786218,4.902336e+07
156724492.97596338,1.1887988e+08
92248815.43597242,9.963886e+07
78609255.11325425,3.3096798e+07
359419216.8001785,4.0636934e+08
22521928.667553768,2.3239474e+07
23914606.957896195,1.812566e+07
215829650.62867492,2.4365829e+08
69720154.87505783,1.1065615e+08
69720154.87505783,9.650829e+07
74775436.5018106,7.395399e+07
164759929.55981764,1.4512944e+08
149080949.25869176,1.3405751e+08
44455533.48376693,3.9451756e+07
74775436.5018106,1.1030153e+08
27508345.79363675,2.5385734e+07
50123474.03822877,3.1068268e+07
849365365.704703,4.427095e+08
99931948.7701232,6.795699e+07
18811896.11953723,2.6372226e+07
150579237.7078077,1.8175971e+08
36397112.40764796,6.0147452e+07
31960138.103857778,2.7638908e+07
17540095.6825692,2.2945432e+07
248263192.13467333,2.1541685e+08
50123474.03822877,1.1124807e+08
69720154.87505783,3.1955648e+07
149080949.25869176,8.805534e+07
114949102.3390151,1.3959757e+08
150579237.7078077,2.1069739e+08
174948114.61285323,1.881205e+08
44902319.023094684,6.35697e+07
141810185.5673654,1.5236526e+08
74775436.5018106,7.241785e+07
65006641.528389476,7.670281e+07
124522876.0047006,1.6422312e+08
55951734.88408931,1.20617544e+08
110441883.56736541,1.1737191e+08
50123474.03822877,4.9740028e+07
24890580.58235468,2.9324208e+07
948127931.5434421,4.1405952e+08
65659969.13733051,4.1895532e+07
674849323.8549191,6.399882e+08
377847034.1041358,4.3773795e+08
74775436.5018106,6.5003652e+07
96013561.0122451,8.3059784e+07
81817359.67311303,4.864223e+07
50123474.03822877,3.734142e+07
9919370.3057168,1.6409249e+07
34969961.21690818,8.12951e+07
250758278.6964761,3.507756e+08
54843816.30259567,3.6352148e+07
14946683.593774399,2.5422656e+07
6990062.111948104,1.4146843e+07
164759929.55981764,9.015246e+07
69720154.87505783,9.8959864e+07
65659969.13733051,2.1640428e+07
158299600.31655303,9.859493e+07
114949102.3390151,1.9037792e+08
99931948.7701232,9.259558e+07
150579237.7078077,6.2689404e+07
16852338.69353376,2.0959546e+07
17716376.57485134,2.796999e+07
85156389.4637501,6.757557e+07
147597569.0287357,1.1845391e+08
34969961.21690818,2.939942e+07
147597569.0287357,1.5165029e+08
38647784.14316012,1.5263743e+07
60008693.41855274,1.873416e+07
176706372.39577225,2.1324653e+08
229175810.8656434,1.7014536e+08
345326187.7300111,2.0058731e+08
15870934.889519572,1.653533e+07
98937609.26609069,1.3948206e+08
39824784.39757623,4.7348252e+07
18439395.618754897,1.5341733e+07
63085404.92221469,7.040176e+07
30098924.554667726,5.2135556e+07
158299600.31655303,5.934317e+07
11524664.08748392,2.1650462e+07
60008693.41855274,5.3514012e+07
8975417.415967375,1.7223038e+07
140399150.64490905,1.387971e+08
180276077.90943435,1.1846724e+08
17540095.6825692,2.0569524e+07
85156389.4637501,6.3253908e+07
10962599.587501368,2.6398848e+07
5178365.376228091,1.5443284e+07
150579237.7078077,1.00536664e+08
69720154.87505783,6.619161e+07
39824784.39757623,3.8673936e+07
164759929.55981764,1.5997982e+08
169777616.42877573,1.8137808e+08
16518640.029517895,2.1948328e+07
89522450.91498001,1.2031125e+08
32933469.21490072,2.4575288e+07
99931948.7701232,1.1160661e+08
118449823.67912504,9.779893e+07
215829650.62867492,2.1471786e+08
325215956.121981,2.0841914e+08
348796773.61523706,2.615144e+08
189519030.07422003,1.751086e+08
74775436.5018106,9.36885e+07
144674941.34526902,1.403558e+08
134894021.20558435,4.6251784e+07
28064051.240587573,4.2990284e+07
169777616.42877573,1.725438e+08
90422166.50445993,6.789999e+07
12115546.250614576,2.2002816e+07
44902319.023094684,2.2431822e+07
124522876.0047006,1.1114457e+08
236155253.37897617,2.1999808e+08
94112365.1236599,6.6617304e+07
110441883.56736541,8.223707e+07
13936195.410924874,1.4178638e+07
648388103.3788928,2.4886717e+08
49624737.13847906,2.709404e+07
134894021.20558435,8.854511e+07
44902319.023094684,2.3671314e+07
31960138.103857778,2.9035522e+07
279915967.4948901,2.4229717e+08
80197267.40504706,5.358745e+07
15870934.889519572,1.311047e+07
11875642.361239046,1.1666367e+07
110441883.56736541,1.0887184e+08
118449823.67912504,1.17059144e+08
77052687.57164411,8.260886e+07
63719423.78225522,6.018371e+07
255823931.94894752,1.7409621e+08
54843816.30259567,7.760874e+07
158299600.31655303,1.2305282e+08
224637825.76450363,2.1055117e+08
45809406.03767006,3.7059516e+07
99931948.7701232,9.035353e+07
84309069.23126505,9.427484e+07
13936195.410924874,2.0246762e+07
42712407.08308578,4.5456092e+07
150579237.7078077,8.0861176e+07
67659612.8968103,7.151479e+07
98937609.26609069,1.10806536e+08
89522450.91498001,1.1124022e+08
23914606.957896195,1.8948738e+07
4780233.726358731,1.4618759e+07
68339603.31127323,1.0066406e+08
19579624.16420231,1.4360663e+07
69720154.87505783,1.291e+08
60008693.41855274,3.0837314e+07
150579237.7078077,1.135494e+08
29799435.251377594,2.486725e+07
10532749.909326937,1.6569078e+07
185766301.8451336,1.9040552e+08
139002155.7545164,1.0851566e+08
74775436.5018106,8.869318e+07
150579237.7078077,1.6005093e+08
90422166.50445993,9.263232e+07
150579237.7078077,1.03627784e+08
21423521.245083287,5.2974756e+07
300212165.201959,1.2158419e+08
54843816.30259567,8.760103e+07
96978513.34276429,9.055763e+07
12484519.565269336,1.6514275e+07
300212165.201959,3.8938266e+08
139002155.7545164,1.7807189e+08
12484519.565269336,2.0474174e+07
60008693.41855274,6.068687e+07
118449823.67912504,1.1782388e+08
128315162.15997547,1.0246952e+08
98937609.26609069,1.9451158e+08
129604750.97911508,1.07137944e+08
31960138.103857778,2.832275e+07
81817359.67311303,9.196423e+07
69720154.87505783,1.003424e+08
85156389.4637501,5.98868e+07
41866644.756578766,3.704517e+07
258395005.20916367,2.8322387e+08
60008693.41855274,5.1620916e+07
54843816.30259567,6.0543508e+07
470826396.91861963,2.804677e+08
331785754.2337275,2.0270186e+08
60008693.41855274,3.9569544e+07
134894021.20558435,1.4426285e+08
144674941.34526902,1.25868136e+08
430302926.99281585,3.596115e+08
97953163.60543309,9.593421e+07
39824784.39757623,7.270503e+07
17894429.1195546,1.4225446e+07
29799435.251377594,5.1315616e+07
65006641.528389476,5.7837836e+07
117271228.24113584,1.4087773e+08
28918728.84196732,2.3033128e+07
300212165.201959,2.3722083e+08
164759929.55981764,1.618227e+08
50123474.03822877,5.582905e+07
499940675.3264629,4.0515424e+08
279915967.4948901,2.1232846e+08
44013193.53483411,4.6508412e+07
22075964.60024559,3.2158954e+07
23914606.957896195,1.672367e+07
178482300.96318725,1.9293827e+08
48158104.5095559,1.1210734e+08
31642129.416324794,3.687387e+07
139002155.7545164,6.6917204e+07
97953163.60543309,4.6701664e+07
164759929.55981764,1.5368363e+08
85156389.4637501,7.144145e+07
98937609.26609069,1.15120616e+08
23441066.01278236,2.8283176e+07
224637825.76450363,2.0344594e+08
54843816.30259567,5.5293348e+07
109342968.46481532,7.510714e+07
300212165.201959,2.1625957e+08
54843816.30259567,2.65226e+07
80197267.40504706,1.3262009e+08
66319862.79790211,6.849404e+07
32933469.21490072,3.231729e+07
99931948.7701232,1.0959647e+08
33598769.424771614,2.212351e+07
16518640.029517895,2.0783748e+07
37882506.74337142,3.845731e+07
159890537.74909166,1.8453858e+08
105055569.34655978,1.4020197e+08
81817359.67311303,9.432106e+07
28064051.240587573,2.4091638e+07
118449823.67912504,1.0270961e+08
139002155.7545164,1.3432086e+08
140399150.64490905,1.4902376e+08
52169051.818940915,6.305912e+07
107177832.62463401,1.1375924e+08
69720154.87505783,2.1302038e+07
731055545.1612251,4.120576e+08
98937609.26609069,1.8431203e+08
22976901.80662535,2.7029312e+07
44902319.023094684,7.771316e+07
80197267.40504706,7.357763e+07
199235878.5302461,1.7794184e+08
22521928.667553768,2.7878222e+07
189519030.07422003,1.6013214e+08
85156389.4637501,8.6366536e+07
67659612.8968103,7.69738e+07
80197267.40504706,1.0565956e+08
150579237.7078077,1.4607115e+08
421782358.15837187,2.7894883e+08
69720154.87505783,9.437289e+07
12864729.79026319,3.678627e+07
74775436.5018106,7.450275e+07
95058210.11783905,6.095903e+07
129604750.97911508,1.101554e+08
291339554.8371677,2.8848016e+08
183917896.25797266,1.7381584e+08
134894021.20558435,1.246466e+08
430302926.99281585,3.986387e+08
134894021.20558435,1.1459441e+08
54843816.30259567,2.1041018e+07
85156389.4637501,7.742791e+07
164759929.55981764,1.5997982e+08
180276077.90943435,1.977387e+08
849365365.704703,3.6815418e+08
24890580.58235468,2.2065144e+07
44013193.53483411,6.0230108e+07
109342968.46481532,1.0818707e+08
21423521.245083287,1.95316e+07
74775436.5018106,6.494615e+07
461503409.6174309,4.2254512e+08
24890580.58235468,3.4706852e+07
4975318.765551992,1.245156e+07
24890580.58235468,2.0523908e+07
53222936.57360876,2.9487928e+07
119640264.19819069,1.0561705e+08
16852338.69353376,2.3547388e+07
128315162.15997547,1.5371264e+08
159890537.74909166,1.6174678e+08
119640264.19819069,7.655651e+07
20999307.101989735,4.4938e+07
47204510.14923478,6.1402228e+07
11994994.551201342,1.9439948e+07
80197267.40504706,9.012684e+07
97953163.60543309,1.0489932e+08
155165058.21527496,1.5631176e+08
17540095.6825692,1.5079787e+07
90422166.50445993,9.0555384e+07
63085404.92221469,2.387108e+07
97953163.60543309,7.715077e+07
110441883.56736541,5.4952908e+07
199235878.5302461,2.4619589e+08
245792932.09897158,1.7993946e+08
158299600.31655303,1.496875e+08
174948114.61285323,1.26718936e+08
37882506.74337142,3.44042e+07
39036200.8312318,2.2585474e+07
178482300.96318725,1.8697472e+08
32933469.21490072,2.6594024e+07
199235878.5302461,1.0775871e+08
110441883.56736541,8.326567e+07
58820441.67573725,5.926116e+07
84309069.23126505,9.844216e+07
34969961.21690818,1.8356782e+07
78609255.11325425,8.254209e+07
22976901.80662535,3.0548586e+07
124522876.0047006,1.01262776e+08
134894021.20558435,1.1755787e+08
80197267.40504706,1.3148743e+08
300212165.201959,1.1813126e+08
32933469.21490072,4.296184e+07
129604750.97911508,1.7975629e+08
32933469.21490072,2.6717978e+07
480337721.05634475,3.355127e+08
18811896.11953723,1.986254e+07
530855280.1662056,1.8138014e+08
69026427.74301739,5.5157256e+07
33936442.671313055,5.493163e+07
7960481.134288557,1.3580437e+07
169777616.42877573,1.1580797e+08
110441883.56736541,9.7214584e+07
51136035.38059728,8.678911e+07
114949102.3390151,7.381771e+07
39036200.8312318,4.0355836e+07
150579237.7078077,1.27911976e+08
34969961.21690818,3.3730784e+07
37882506.74337142,5.811251e+07
65006641.528389476,7.492556e+07
60008693.41855274,7.1678664e+07
195290743.81045318,2.0887722e+08
74775436.5018106,6.329687e+07
129604750.97911508,1.0123439e+08
87749787.61803256,7.8805944e+07
85156389.4637501,4.8022836e+07
89522450.91498001,1.0381275e+08
158299600.31655303,1.2220425e+08
203260710.25796494,2.1221469e+08
129604750.97911508,1.6790286e+08
19579624.16420231,3.0680258e+07
139002155.7545164,1.3652776e+08
226895473.44686067,2.6696344e+08
159890537.74909166,7.646472e+07
139002155.7545164,1.7476594e+08
18074271.122081954,2.5896248e+07
12864729.79026319,1.0475071e+07
74031408.4771392,7.8087144e+07
11875642.361239046,1.482684e+07
209450920.45993233,1.6980042e+08
99931948.7701232,1.04059176e+08
19975158.809539437,3.3886708e+07
169777616.42877573,1.132952e+08
44902319.023094684,3.1014626e+07
158299600.31655303,1.0856578e+08
43141673.91083772,2.2828222e+07
114949102.3390151,1.0056887e+08
180276077.90943435,2.0415069e+08
60008693.41855274,5.298455e+07
159890537.74909166,2.0753136e+08
150579237.7078077,8.878559e+07
